stock_code,focus,detail,label,source,content_uri
475660,"한국거래소 공시에 따르면, 이번 종가급변 투자주의종목 지정은 ①종가가 직전 가격 대비 5% 이상 상승(하락), ②종가 거래량이 당일 전체 거래량의 5% 이상, ③당일 전체 거래량이 3만주 이상이라는 3가지 조건을 모두 충족함에 따라 이루어졌다. 시장경보제도에 따라 단기적으로 주가가 급등한 종목에 대해 투자주의종목 지정 후 투자경고종목, 투자위험종목으로 단계가 격상될 수 있으며, 경고·위험종목 단계에서는 매매거래가 정지될 수 있","한국거래소 공시에 따르면, 이번 종가급변 투자주의종목 지정은 ①종가가 직전 가격 대비 5% 이상 상승(하락), ②종가 거래량이 당일 전체 거래량의 5% 이상, ③당일 전체 거래량이 3만주 이상이라는 3가지 조건을 모두 충족함에 따라 이루어졌다. 5일간과 15일간의 동일 사유 지정횟수는 각각 0회였다. 시장경보제도에 따라 단기적으로 주가가 급등한 종목에 대해 투자주의종목 지정 후 투자경고종목, 투자위험종목으로 단계가 격상될 수 있으며, 경고·위험종목 단계에서는 매매거래가 정지될 수 있다고 한국거래소는 설명했다.",1,475660|에스켐,https://www.topstarnews.net/news/articleView.html?idxno=16027164
475660,"염호영의 지분은 2만2813주, 0.29%포인트 증가한 것으로 기재됐다. 추가로 다른 기재 내역을 보면, 2024년 12월 11일 염호영은 장내매수로 의결권있는 주식 133만5490주에서 1만6952주가 증가해 135만2442주가 됐다.","주요 내역을 보면, 보고자 염호영은 135만8303주, 17.06%, 특별관계자 하홍식은 94만5490주, 11.88%, 양선일은 90만5636주, 11.38%를 보유 중이다. 이 외 주요 내용으로 염호영은 하홍식과 공동목적보유확약을 2024년 8월 30일 체결했으며 대상 주식등의 수는 의결권있는 주식 94만5490주다. 양선일과의 공동목적보유확약은 2024년 8월 30일 체결됐으며 대상 주식등의 수는 의결권있는 주식 90만5490주다.",1,475660|에스켐,https://www.digitaltoday.co.kr/news/articleView.html?idxno=653861
475660,"아울러 정제·연구개발 인프라 확충을 통해 OLED 소재 수요 확대에도 보다 안정적으로 대응할 수 있을 것으로 기대하고 있다 한편, 이날 제천 천연물 지식산업센터에서는 에스켐 임원진이 참석한 가운데 개소식이 열렸으며, 이를 통해 신규 연구 거점의 출범을 공식화했다. 이를 통해 생산능력을 확대하고, 고부가가치 소재 중심의 사업 구조를 강화해나간다는 구상이다 에스켐은 이번 연구 거점 확보를 계기로 기존 디스플레이 소재 기술에 천연물","OLED 합성·정제 전문기업 에스켐은 충북 제천 천연물 지식산업센터에 신규 연구 거점을 마련하고, 천연물 및 신소재 분야 사업 확대에 나선다고 31일 밝혔다. 회사 측에 따르면 에스켐은 충북 제천시 왕암동 제2바이오밸리에 위치한 제천 천연물 지식산업센터에 입주해 천연물 기반 소재 연구를 강화하고, 신소재 분야로의 사업 확장을 추진할 계획이다. 에스켐은 해당 센터의 2층과 5층을 포함해 총 1570㎡ 규모의 공간을 확보했다.",2,475660|에스켐,https://www.widedaily.com/news/articleView.html?idxno=291357
475660,"한편 이날 제천 천연물 지식산업센터에서는 에스켐 임원진이 참석한 가운데 개소식이 열렸으며, 신규 연구 거점의 출범을 공식화했다. 회사에 따르면 에스켐은 제천시 왕암동 제2바이오밸리에 위치한 제천 천연물 지식산업센터에 총 1570㎡ 규모의 공간을 확보했다.","!AI가 자동 생성한 요약으로 정확하지 않을 수 있어요. 회사에 따르면 에스켐은 제천시 왕암동 제2바이오밸리에 위치한 제천 천연물 지식산업센터에 총 1570㎡ 규모의 공간을 확보했다. 2층 2개 호실은 천연물 연구 거점으로 활용해 천연물 기반 소재 연구와 응용기술 개발을 추진하고, 5층에는 신소재 사업을 위한 연구실과 승화정제 시설을 구축할 예정이다.",2,475660|에스켐,https://www.newspim.com/news/view/20260331000814
475660,"등록 2026.03.31 14:43:13 제천 천연물 지식산업센터 조감도. (사진=에스켐) *재판매 및 DB 금지 꽃신에 감동받은 메릴 스트립-앤 헤서웨이 AMRO, 올해 한국 경제성장률 1.9% 전망 '구준엽 처제' 서희제, 방송 복귀서 오열·욕설 ""샤워 매번 같이""…김지영, 파격 '신혼 루틴' 고백 '방한' 트럼프 측근 ""올가을 북미 정상회담 가능성 높다"" 정부, 새만금 2호 투자진흥지구 지정…현대차 9조 투자 뒷받침 美민","등록 2026.03.31 14:43:13 제천 천연물 지식산업센터 조감도. (사진=에스켐) *재판매 및 DB 금지 꽃신에 감동받은 메릴 스트립-앤 헤서웨이 AMRO, 올해 한국 경제성장률 1.9% 전망 '구준엽 처제' 서희제, 방송 복귀서 오열·욕설 ""샤워 매번 같이""…김지영, 파격 '신혼 루틴' 고백 '방한' 트럼프 측근 ""올가을 북미 정상회담 가능성 높다"" 정부, 새만금 2호 투자진흥지구 지정…현대차 9조 투자 뒷받침 美민주, 트럼프 탄핵소추안 발의…'직무정지' 요구도 ""당연히 올 거라고 생각"" 정선희, 안재환 실종 신고 지연 이유 故김창민 감독 가해자 ""죽을 죄",1,475660|에스켐,https://www.newsis.com/view/NISX20260331_0003571565
008110,이번 절차 재개는 지난 12일 법원이 대동전자의 가처분 신청을 기각한 데 따른 결과다. 당시 대동전자는 결정 직후인 8월4일 서울남부지방법원에 상장폐지결정 효력정지 가처분 신청을 제기하며 법적 대응에 나섰고 이 과정에서 정리매매가 일시 보류됐다.,13일 공시에 따르면 대동전자의 정리매매 절차가 재개된다. 이번 절차 재개는 지난 12일 법원이 대동전자의 가처분 신청을 기각한 데 따른 결과다. 이에 따라 대동전자 주권에 대한 정리매매는 오는 19일부터 27일까지 진행된다.,0,008110|대동전자,https://www.fetv.co.kr/news/article.html?no=214948
008110,13일 금융감독원 전자공시시스템에 따르면 한국거래소는 지난해 7월31일 감사인 의견 미달을 이유로 대동전자의 상장폐지를 결정했다. 대동전자는 서울남부지방법원에 상장폐지 결정 효력 정지 가처분 신청을 제기했다.,한국거래소가 대동전자 정리매매 등 상장폐지 절차를 재개했다. 정리매매 기간은 이달 19일부터 27일까지다. 13일 금융감독원 전자공시시스템에 따르면 한국거래소는 지난해 7월31일 감사인 의견 미달을 이유로 대동전자의 상장폐지를 결정했다. 대동전자는 서울남부지방법원에 상장폐지 결정 효력 정지 가처분 신청을 제기했다. 그러나 법원은 대동전자가 낸 가처분 신청을 기각 결정했다. 이에 따라 대동전자는 원래대로 상장폐지 절차를 밟게 됐다.,0,008110|대동전자,https://www.bloter.net/news/articleView.html?idxno=656594
008110,대동전자(008110)가 상장폐지결정 효력정지 가처분 신청이 기각됨에 따라 정리매매 절차를 재개한다고 밝혔다. 한국거래소에 따르면 대동전자는 감사인 의견 미달 관련 상장폐지 사유에 대해 유가증권시장...,대동전자(008110)가 상장폐지결정 효력정지 가처분 신청이 기각됨에 따라 정리매매 절차를 재개한다고 밝혔다. 한국거래소에 따르면 대동전자는 감사인 의견 미달 관련 상장폐지 사유에 대해 유가증권시장...,0,008110|대동전자,https://www.topstarnews.net/news/articleView.html?idxno=16003014
008110,"주주연대는 탄원서를 통해 △대동전자의 감사 방해 의혹에 대한 진상 조사 △상장폐지 결정 효력 정지 △소액주주 재산권 보호 조치 등을 요구했다. LG화학, BPA 사업 지분 매각 검토…범용 석화 재편 속도 “집도 못 사고 전세도 없다”...전월세 실수요자 ‘벼랑 끝’ [은행 풍향계] 20대 몰렸다…토스뱅크 K-패스 카드, 흥행 비결은 [미-이란 휴전] 한숨 돌린 산업계…‘업황 회복’ 기대 속 ‘전쟁 불씨’ 우려 [미-이란 휴전]","재무 건전성 높음에도 '의견 한정'으로 퇴출 위기 주주들 “대주주 사익 편취 위한 악용 사례"" 성토 대동전자 소액주주들이 상장폐지 절차를 둘러싼 논란에 대응해 집단행동에 나섰다. 회사가 지정감사인의 요구 자료 제출을 거부해 감사의견 '한정'을 받았고, 그 결과 상장폐지로 이어질 수 있다는 점에서 주주들은 이를 사실상 '고의적 상장폐지' 시도로 보고 있다. 7일 주주행동 플랫폼 액트(ACT)에 따르면 대동전자 소액주주연대는 최근 플랫폼을 통해 약 3.03% 지분을 결집하고 권리 보호 활동을 시작했다.",0,008110|대동전자,https://www.ekn.kr/web/view.php?key=20260308021265904
008110,[비즈한국] 대동전자가 3년 연속 감사의견 한정을 받으며 코스피 상장폐지를 앞둔 가운데 수년 전부터 국내 공장 투자를 줄이며 사실상 회사를 정리하려는 움직임을 보인 것으로 드러났다. 재고가 바닥났음에도 연간 공장 투자는 1000만 원대로 줄인 것.,"[비즈한국] 대동전자가 3년 연속 감사의견 한정을 받으며 코스피 상장폐지를 앞둔 가운데 수년 전부터 국내 공장 투자를 줄이며 사실상 회사를 정리하려는 움직임을 보인 것으로 드러났다. 재고가 바닥났음에도 연간 공장 투자는 1000만 원대로 줄인 것. 반면 해외 자회사로부터 수령한 배당 수익은 임원 상여금과 출장비, 지급수수료 등의 경비로 쓰는 등 ‘고의 상폐’를 유도한 게 아니냐는 의혹이 더욱 커지고 있다.",0,008110|대동전자,https://www.bizhankook.com/bk/article/31586
